site,i
162-81218-12,5699
191-95723-12,5700
39-19881-12,5701
235-117966-12,5702
45-22775-12,5703
11-5771-12,5704
65-32729-12,5705
246-123068-12,5706
117-58675-12,5707
123-61860-12,5708
76-38048-12,5709
12-6015-12,5710
8-4368-12,5711
169-84863-12,5712
69-34897-12,5713
78-39204-12,5714
93-46983-12,5715
55-27669-12,5716
140-70427-12,5717
178-89132-12,5718
199-99715-12,5719
9-4843-12,5720
28-14295-12,5721
237-118638-12,5722
237-118683-12,5723
75-37587-12,5724
155-77676-12,5725
111-55565-12,5726
117-58831-12,5727
252-126448-12,5728
157-78870-12,5729
139-69787-12,5730
160-80318-12,5731
51-25984-12,5732
66-33448-12,5733
139-69928-12,5734
1-899-12,5735
251-125652-12,5736
191-95784-12,5737
124-62378-12,5738
141-70947-12,5739
164-82344-12,5740
168-84305-12,5741
246-123118-12,5742
241-120918-12,5743
22-11385-12,5744
72-36323-12,5745
174-87086-12,5746
40-20357-12,5747
50-25167-12,5748
16-8126-12,5749
174-87164-12,5750
162-81363-12,5751
239-119826-12,5752
184-92013-12,5753
218-109361-12,5754
242-121006-12,5755
21-10894-12,5756
167-83992-12,5757
89-44611-12,5758
211-105777-12,5759
247-123859-12,5760
45-22999-12,5761
195-97645-12,5762
26-13423-12,5763
5-2753-12,5764
42-21227-12,5765
118-59002-12,5766
69-34970-12,5767
134-67356-12,5768
57-28538-12,5769
84-42129-12,5770
174-87477-12,5771
201-100593-12,5772
33-16520-12,5773
138-69175-12,5774
116-58386-12,5775
249-124761-12,5776
86-43453-12,5777
55-27619-12,5778
162-81245-12,5779
218-109409-12,5780
32-16290-12,5781
138-69453-12,5782
190-95298-12,5783
75-37616-12,5784
219-109915-12,5785
51-25794-12,5786
105-52740-12,5787
20-10210-12,5788
153-76734-12,5789
226-113401-12,5790
12-6141-12,5791
31-15874-12,5792
54-27377-12,5793
189-94940-12,5794
174-87100-12,5795
241-120606-12,5796
59-29548-12,5797
145-72565-12,5798
110-55219-12,5799
251-125907-12,5800
151-75895-12,5801
158-79086-12,5802
226-113240-12,5803
123-61798-12,5804
18-9145-12,5805
10-5356-12,5806
134-67031-12,5807
68-34216-12,5808
201-100569-12,5809
113-56906-12,5810
253-126537-12,5811
211-105977-12,5812
99-49792-12,5813
26-13157-12,5814
105-52931-12,5815
117-58622-12,5816
218-109378-12,5817
114-57470-12,5818
22-11184-12,5819
170-85013-12,5820
31-15747-12,5821
84-42202-12,5822
25-12705-12,5823
231-115514-12,5824
23-11830-12,5825
218-109140-12,5826
11-5994-12,5827
119-59762-12,5828
131-65950-12,5829
217-108864-12,5830
210-105415-12,5831
114-57438-12,5832
100-50029-12,5833
139-69947-12,5834
196-98341-12,5835
65-32615-12,5836
178-89087-12,5837
46-23475-12,5838
183-91886-12,5839
127-63505-12,5840
57-28546-12,5841
237-118754-12,5842
126-63367-12,5843
28-14454-12,5844
113-56917-12,5845
66-33187-12,5846
202-101264-12,5847
199-99730-12,5848
225-112629-12,5849
211-105512-12,5850
16-8030-12,5851
226-113003-12,5852
202-101423-12,5853
9-4980-12,5854
102-51027-12,5855
46-23382-12,5856
234-117007-12,5857
113-56756-12,5858
161-80700-12,5859
116-58451-12,5860
14-7131-12,5861
167-83866-12,5862
24-12401-12,5863
45-22919-12,5864
98-49203-12,5865
206-103155-12,5866
142-71291-12,5867
188-94321-12,5868
100-50058-12,5869
137-68946-12,5870
26-13077-12,5871
95-47569-12,5872
32-16400-12,5873
130-65303-12,5874
208-104118-12,5875
209-104775-12,5876
53-26603-12,5877
46-23302-12,5878
198-99180-12,5879
164-82242-12,5880
7-3714-12,5881
146-73367-12,5882
148-74470-12,5883
145-72789-12,5884
239-119525-12,5885
144-72205-12,5886
21-10738-12,5887
236-118119-12,5888
229-114501-12,5889
132-66298-12,5890
21-10763-12,5891
36-18391-12,5892
154-77158-12,5893
250-125493-12,5894
68-34338-12,5895
68-34294-12,5896
228-114432-12,5897
167-83819-12,5898
99-49563-12,5899
100-50404-12,5900
171-85755-12,5901
78-39483-12,5902
159-79586-12,5903
82-41374-12,5904
233-116579-12,5905
134-67287-12,5906
125-62951-12,5907
250-125351-12,5908
140-70384-12,5909
158-79094-12,5910
48-24133-12,5911
147-73595-12,5912
209-104586-12,5913
183-91580-12,5914
55-27830-12,5915
11-5502-12,5916
195-97997-12,5917
224-112370-12,5918
69-34647-12,5919
105-52613-12,5920
211-105862-12,5921
33-16997-12,5922
224-112429-12,5923
78-39496-12,5924
210-105097-12,5925
10-5301-12,5926
3-1510-12,5927
163-81885-12,5928
87-43965-12,5929
230-115446-12,5930
70-35002-12,5931
241-120936-12,5932
250-125194-12,5933
182-91236-12,5934
217-108642-12,5935
219-109582-12,5936
227-113798-12,5937
157-78579-12,5938
84-42168-12,5939
59-29796-12,5940
30-15453-12,5941
107-53686-12,5942
94-47349-12,5943
81-40673-12,5944
53-26721-12,5945
181-90766-12,5946
152-76388-12,5947
183-91903-12,5948
16-8432-12,5949
84-42303-12,5950
97-48582-12,5951
22-11333-12,5952
1-771-12,5953
2-1248-12,5954
47-23934-12,5955
195-97714-12,5956
211-105707-12,5957
128-64050-12,5958
101-50754-12,5959
183-91762-12,5960
117-58908-12,5961
166-83203-12,5962
38-19159-12,5963
185-92858-12,5964
68-34421-12,5965
2-1271-12,5966
82-41483-12,5967
66-33404-12,5968
158-79480-12,5969
234-117467-12,5970
97-48565-12,5971
186-93319-12,5972
182-91249-12,5973
86-43442-12,5974
177-88687-12,5975
219-109683-12,5976
166-83018-12,5977
77-38661-12,5978
30-15419-12,5979
96-48492-12,5980
66-33389-12,5981
230-115033-12,5982
97-48598-12,5983
145-72772-12,5984
8-4224-12,5985
60-30015-12,5986
173-86661-12,5987
135-67528-12,5988
110-55162-12,5989
184-92317-12,5990
193-96715-12,5991
239-119671-12,5992
19-9628-12,5993
205-102953-12,5994
65-32917-12,5995
32-16158-12,5996
41-20976-12,5997
46-23197-12,5998
96-48178-12,5999
92-46477-12,6000
80-40094-12,6001
78-39419-12,6002
197-98850-12,6003
214-107058-12,6004
83-41879-12,6005
194-97187-12,6006
161-80569-12,6007
205-102757-12,6008
132-66000-12,6009
168-84175-12,6010
180-90194-12,6011
1-572-12,6012
110-55050-12,6013
107-53674-12,6014
169-84997-12,6015
81-40575-12,6016
245-122719-12,6017
187-93811-12,6018
246-123295-12,6019
184-92294-12,6020
244-122403-12,6021
27-13545-12,6022
245-122928-12,6023
123-61672-12,6024
163-81981-12,6025
13-6546-12,6026
141-70688-12,6027
188-94163-12,6028
83-41807-12,6029
71-35864-12,6030
120-60204-12,6031
61-30780-12,6032
112-56317-12,6033
48-24417-12,6034
154-77325-12,6035
166-83162-12,6036
47-23731-12,6037
232-116072-12,6038
199-99848-12,6039
140-70271-12,6040
133-66805-12,6041
92-46029-12,6042
123-61679-12,6043
41-20631-12,6044
128-64088-12,6045
31-15602-12,6046
109-54720-12,6047
217-108972-12,6048
97-48987-12,6049
145-72920-12,6050
174-87168-12,6051
100-50405-12,6052
77-38721-12,6053
68-34332-12,6054
90-45480-12,6055
153-76953-12,6056
125-62873-12,6057
194-97348-12,6058
55-27684-12,6059
139-69940-12,6060
222-111432-12,6061
168-84134-12,6062
243-121783-12,6063
123-61950-12,6064
212-106003-12,6065
187-93645-12,6066
124-62483-12,6067
77-38931-12,6068
188-94178-12,6069
22-11335-12,6070
139-69586-12,6071
38-19246-12,6072
20-10101-12,6073
200-100070-12,6074
90-45318-12,6075
26-13357-12,6076
12-6454-12,6077
106-53444-12,6078
180-90019-12,6079
75-37909-12,6080
102-51385-12,6081
12-6235-12,6082
242-121085-12,6083
124-62045-12,6084
171-85566-12,6085
88-44465-12,6086
179-89615-12,6087
14-7104-12,6088
249-124819-12,6089
209-104879-12,6090
218-109133-12,6091
139-69881-12,6092
58-29246-12,6093
7-3626-12,6094
106-53366-12,6095
60-30453-12,6096
16-8141-12,6097
64-32226-12,6098
57-28745-12,6099
52-26374-12,6100
78-39333-12,6101
211-105677-12,6102
205-102661-12,6103
220-110369-12,6104
222-111263-12,6105
205-102991-12,6106
219-109642-12,6107
105-52593-12,6108
99-49736-12,6109
108-54262-12,6110
242-121105-12,6111
180-90218-12,6112
188-94302-12,6113
228-114453-12,6114
235-117518-12,6115
100-50283-12,6116
138-69383-12,6117
190-95291-12,6118
147-73851-12,6119
179-89588-12,6120
123-61611-12,6121
99-49987-12,6122
55-27801-12,6123
19-9967-12,6124
178-89166-12,6125
149-74513-12,6126
200-100168-12,6127
21-10802-12,6128
32-16486-12,6129
97-48723-12,6130
155-77777-12,6131
121-60589-12,6132
168-84397-12,6133
219-109561-12,6134
49-24985-12,6135
108-54027-12,6136
134-67392-12,6137
148-74093-12,6138
99-49966-12,6139
235-117795-12,6140
32-16143-12,6141
170-85303-12,6142
14-7006-12,6143
209-104692-12,6144
60-30358-12,6145
247-123807-12,6146
66-33237-12,6147
229-114654-12,6148
215-107686-12,6149
96-48002-12,6150
165-82998-12,6151
103-51617-12,6152
16-8172-12,6153
167-83636-12,6154
68-34120-12,6155
55-27771-12,6156
3-1790-12,6157
29-14844-12,6158
113-56534-12,6159
209-104979-12,6160
212-106285-12,6161
104-52110-12,6162
141-70592-12,6163
205-102821-12,6164
124-62098-12,6165
156-78254-12,6166
243-121836-12,6167
78-39378-12,6168
197-98713-12,6169
53-26562-12,6170
107-53519-12,6171
45-22997-12,6172
141-70706-12,6173
108-54084-12,6174
84-42077-12,6175
0-439-12,6176
215-107666-12,6177
136-68026-12,6178
172-86295-12,6179
129-64875-12,6180
179-89932-12,6181
116-58380-12,6182
101-50839-12,6183
98-49438-12,6184
138-69281-12,6185
64-32375-12,6186
234-117260-12,6187
169-84598-12,6188
46-23119-12,6189
62-31403-12,6190
129-64631-12,6191
220-110146-12,6192
48-24301-12,6193
227-113504-12,6194
100-50040-12,6195
101-50520-12,6196
80-40334-12,6197
247-123611-12,6198
204-102263-12,6199
75-37901-12,6200
215-107885-12,6201
193-96884-12,6202
230-115324-12,6203
174-87097-12,6204
104-52316-12,6205
103-51707-12,6206
14-7372-12,6207
80-40091-12,6208
227-113890-12,6209
128-64168-12,6210
6-3443-12,6211
50-25092-12,6212
143-71901-12,6213
83-41517-12,6214
101-50998-12,6215
235-117680-12,6216
7-3872-12,6217
87-43966-12,6218
226-113189-12,6219
54-27181-12,6220
41-20698-12,6221
80-40444-12,6222
12-6312-12,6223
2-1047-12,6224
118-59149-12,6225
214-107181-12,6226
159-79856-12,6227
114-57156-12,6228
165-82667-12,6229
220-110463-12,6230
136-68064-12,6231
58-29057-12,6232
77-38643-12,6233
79-39506-12,6234
143-71994-12,6235
200-100384-12,6236
244-122015-12,6237
149-74560-12,6238
50-25340-12,6239
72-36047-12,6240
105-52609-12,6241
33-16954-12,6242
155-77911-12,6243
159-79715-12,6244
3-1672-12,6245
179-89948-12,6246
64-32166-12,6247
41-20942-12,6248
156-78311-12,6249
118-59087-12,6250
201-100598-12,6251
195-97697-12,6252
239-119539-12,6253
86-43155-12,6254
157-78781-12,6255
166-83105-12,6256
93-46877-12,6257
248-124340-12,6258
14-7244-12,6259
72-36334-12,6260
29-14509-12,6261
239-119991-12,6262
100-50114-12,6263
93-46927-12,6264
195-97798-12,6265
52-26194-12,6266
235-117637-12,6267
246-123464-12,6268
159-79878-12,6269
199-99559-12,6270
161-80741-12,6271
140-70240-12,6272
0-33-12,6273
20-10474-12,6274
188-94274-12,6275
197-98888-12,6276
73-36700-12,6277
146-73174-12,6278
4-2439-12,6279
190-95049-12,6280
160-80384-12,6281
118-59429-12,6282
69-34958-12,6283
45-22707-12,6284
232-116423-12,6285
108-54119-12,6286
123-61501-12,6287
44-22097-12,6288
142-71324-12,6289
76-38271-12,6290
210-105187-12,6291
231-115598-12,6292
118-59208-12,6293
28-14107-12,6294
231-115596-12,6295
95-47701-12,6296
97-48638-12,6297
114-57142-12,6298
144-72433-12,6299
236-118217-12,6300
226-113104-12,6301
51-25700-12,6302
73-36978-12,6303
234-117030-12,6304
151-75734-12,6305
3-1671-12,6306
6-3092-12,6307
85-42766-12,6308
46-23021-12,6309
59-29979-12,6310
4-2100-12,6311
1-666-12,6312
220-110016-12,6313
19-9736-12,6314
36-18147-12,6315
90-45132-12,6316
49-24713-12,6317
161-80519-12,6318
22-11129-12,6319
27-13516-12,6320
86-43409-12,6321
222-111158-12,6322
108-54114-12,6323
10-5202-12,6324
142-71302-12,6325
64-32214-12,6326
169-84563-12,6327
28-14256-12,6328
108-54323-12,6329
2-1055-12,6330
71-35831-12,6331
246-123044-12,6332
207-103799-12,6333
147-73846-12,6334
206-103105-12,6335
242-121133-12,6336
203-101728-12,6337
133-66770-12,6338
20-10036-12,6339
148-74239-12,6340
232-116224-12,6341
10-5037-12,6342
159-79688-12,6343
205-102996-12,6344
53-26609-12,6345
86-43415-12,6346
161-80614-12,6347
4-2491-12,6348
250-125261-12,6349
199-99926-12,6350
29-14804-12,6351
107-53829-12,6352
167-83711-12,6353
147-73567-12,6354
71-35826-12,6355
89-44625-12,6356
39-19766-12,6357
188-94198-12,6358
244-122314-12,6359
145-72661-12,6360
192-96381-12,6361
67-33673-12,6362
19-9785-12,6363
150-75171-12,6364
130-65213-12,6365
34-17131-12,6366
234-117013-12,6367
120-60135-12,6368
119-59896-12,6369
192-96392-12,6370
201-100913-12,6371
158-79064-12,6372
62-31050-12,6373
167-83968-12,6374
111-55982-12,6375
219-109967-12,6376
56-28041-12,6377
2-1228-12,6378
69-34829-12,6379
192-96391-12,6380
237-118906-12,6381
182-91008-12,6382
102-51115-12,6383
76-38183-12,6384
115-57599-12,6385
97-48940-12,6386
132-66470-12,6387
8-4345-12,6388
134-67333-12,6389
154-77062-12,6390
160-80493-12,6391
185-92809-12,6392
122-61303-12,6393
59-29554-12,6394
213-106528-12,6395
0-28-12,6396
160-80052-12,6397
185-92690-12,6398
77-38538-12,6399
196-98388-12,6400
209-104665-12,6401
65-32872-12,6402
105-52654-12,6403
22-11250-12,6404
106-53082-12,6405
172-86465-12,6406
25-12785-12,6407
214-107099-12,6408
112-56253-12,6409
217-108614-12,6410
107-53762-12,6411
252-126130-12,6412
178-89403-12,6413
176-88474-12,6414
17-8812-12,6415
215-107515-12,6416
82-41351-12,6417
27-13820-12,6418
60-30194-12,6419
120-60008-12,6420
29-14891-12,6421
225-112555-12,6422
0-196-12,6423
188-94301-12,6424
218-109196-12,6425
10-5423-12,6426
102-51436-12,6427
76-38375-12,6428
192-96079-12,6429
113-56844-12,6430
247-123869-12,6431
61-30689-12,6432
201-100933-12,6433
74-37105-12,6434
83-41841-12,6435
57-28784-12,6436
118-59416-12,6437
90-45022-12,6438
79-39725-12,6439
90-45437-12,6440
47-23891-12,6441
115-57934-12,6442
153-76799-12,6443
69-34920-12,6444
172-86313-12,6445
45-22787-12,6446
168-84030-12,6447
142-71437-12,6448
204-102366-12,6449
87-43736-12,6450
67-33845-12,6451
87-43646-12,6452
247-123740-12,6453
198-99408-12,6454
106-53125-12,6455
120-60409-12,6456
85-42566-12,6457
59-29682-12,6458
15-7522-12,6459
142-71023-12,6460
210-105323-12,6461
25-12665-12,6462
170-85380-12,6463
85-42722-12,6464
214-107353-12,6465
223-111719-12,6466
38-19207-12,6467
212-106055-12,6468
137-68909-12,6469
58-29489-12,6470
105-52637-12,6471
132-66289-12,6472
144-72084-12,6473
61-30611-12,6474
238-119403-12,6475
27-13993-12,6476
173-86774-12,6477
49-24605-12,6478
149-74739-12,6479
235-117788-12,6480
123-61936-12,6481
122-61439-12,6482
185-92571-12,6483
142-71492-12,6484
70-35438-12,6485
41-20865-12,6486
188-94472-12,6487
207-103653-12,6488
136-68410-12,6489
24-12009-12,6490
115-57854-12,6491
0-226-12,6492
84-42493-12,6493
250-125451-12,6494
208-104333-12,6495
70-35489-12,6496
68-34471-12,6497
65-32887-12,6498
75-37594-12,6499
166-83239-12,6500
28-14182-12,6501
22-11115-12,6502
188-94166-12,6503
177-88916-12,6504
190-95464-12,6505
179-89670-12,6506
86-43444-12,6507
51-25544-12,6508
1-987-12,6509
68-34061-12,6510
2-1133-12,6511
9-4701-12,6512
166-83452-12,6513
53-26806-12,6514
6-3007-12,6515
37-18512-12,6516
85-42943-12,6517
126-63175-12,6518
109-54714-12,6519
87-43764-12,6520
122-61430-12,6521
40-20197-12,6522
18-9336-12,6523
2-1321-12,6524
132-66195-12,6525
0-121-12,6526
128-64127-12,6527
51-25973-12,6528
89-44925-12,6529
127-63782-12,6530
36-18345-12,6531
232-116294-12,6532
86-43425-12,6533
247-123664-12,6534
62-31452-12,6535
33-16650-12,6536
87-43549-12,6537
168-84190-12,6538
232-116459-12,6539
79-39576-12,6540
19-9571-12,6541
55-27795-12,6542
226-113129-12,6543
35-17817-12,6544
88-44228-12,6545
237-118572-12,6546
250-125098-12,6547
223-111841-12,6548
96-48489-12,6549
158-79493-12,6550
151-75677-12,6551
186-93257-12,6552
176-88056-12,6553
120-60116-12,6554
212-106207-12,6555
15-7726-12,6556
103-51994-12,6557
142-71069-12,6558
159-79765-12,6559
80-40441-12,6560
136-68380-12,6561
186-93386-12,6562
12-6438-12,6563
141-70921-12,6564
57-28801-12,6565
125-62603-12,6566
128-64327-12,6567
225-112695-12,6568
206-103428-12,6569
192-96341-12,6570
202-101228-12,6571
165-82849-12,6572
219-109983-12,6573
28-14124-12,6574
32-16133-12,6575
153-76879-12,6576
214-107107-12,6577
152-76028-12,6578
166-83287-12,6579
177-88684-12,6580
41-20591-12,6581
229-114997-12,6582
73-36602-12,6583
45-22527-12,6584
188-94233-12,6585
150-75143-12,6586
33-16589-12,6587
49-24564-12,6588
175-87788-12,6589
42-21306-12,6590
117-58517-12,6591
152-76184-12,6592
172-86356-12,6593
88-44148-12,6594
234-117090-12,6595
187-93528-12,6596
64-32002-12,6597
55-27687-12,6598
219-109509-12,6599
94-47475-12,6600
34-17230-12,6601
0-92-12,6602
75-37575-12,6603
70-35078-12,6604
131-65741-12,6605
130-65496-12,6606
201-100760-12,6607
202-101447-12,6608
211-105552-12,6609
244-122043-12,6610
183-91728-12,6611
194-97329-12,6612
16-8224-12,6613
246-123008-12,6614
19-9837-12,6615
179-89501-12,6616
49-24693-12,6617
174-87311-12,6618
111-55548-12,6619
91-45787-12,6620
158-79037-12,6621
170-85200-12,6622
58-29082-12,6623
12-6371-12,6624
82-41290-12,6625
72-36490-12,6626
225-112945-12,6627
53-26795-12,6628
22-11257-12,6629
124-62215-12,6630
171-85732-12,6631
148-74363-12,6632
16-8107-12,6633
143-71879-12,6634
63-31723-12,6635
250-125475-12,6636
24-12200-12,6637
221-110707-12,6638
217-108673-12,6639
22-11125-12,6640
109-54747-12,6641
124-62043-12,6642
251-125573-12,6643
46-23442-12,6644
39-19675-12,6645
153-76967-12,6646
221-110651-12,6647
11-5727-12,6648
77-38957-12,6649
219-109611-12,6650
161-80580-12,6651
195-97731-12,6652
213-106764-12,6653
64-32340-12,6654
243-121607-12,6655
30-15194-12,6656
251-125542-12,6657
238-119426-12,6658
226-113437-12,6659
160-80428-12,6660
144-72227-12,6661
7-3905-12,6662
26-13390-12,6663
147-73762-12,6664
67-33645-12,6665
154-77024-12,6666
181-90746-12,6667
247-123660-12,6668
17-8506-12,6669
86-43118-12,6670
55-27642-12,6671
190-95312-12,6672
189-94828-12,6673
222-111126-12,6674
53-26763-12,6675
143-71898-12,6676
144-72186-12,6677
189-94850-12,6678
57-28597-12,6679
88-44020-12,6680
172-86086-12,6681
227-113924-12,6682
32-16065-12,6683
164-82323-12,6684
26-13195-12,6685
169-84620-12,6686
229-114644-12,6687
242-121301-12,6688
133-66656-12,6689
214-107278-12,6690
216-108444-12,6691
144-72395-12,6692
73-36859-12,6693
38-19271-12,6694
108-54390-12,6695
67-33616-12,6696
90-45342-12,6697
191-95711-12,6698
75-37738-12,6699
54-27192-12,6700
206-103228-12,6701
98-49033-12,6702
146-73051-12,6703
88-44032-12,6704
151-75856-12,6705
149-74734-12,6706
237-118778-12,6707
12-6413-12,6708
105-52862-12,6709
150-75373-12,6710
111-55694-12,6711
125-62874-12,6712
175-87931-12,6713
132-66186-12,6714
163-81743-12,6715
87-43834-12,6716
100-50128-12,6717
103-51879-12,6718
57-28617-12,6719
186-93438-12,6720
104-52480-12,6721
203-101546-12,6722
207-103929-12,6723
248-124076-12,6724
85-42693-12,6725
220-110121-12,6726
5-2664-12,6727
109-54570-12,6728
196-98013-12,6729
140-70007-12,6730
52-26101-12,6731
221-110731-12,6732
167-83625-12,6733
244-122492-12,6734
220-110158-12,6735
40-20366-12,6736
70-35263-12,6737
33-16865-12,6738
110-55299-12,6739
204-102483-12,6740
153-76573-12,6741
162-81480-12,6742
171-85715-12,6743
68-34182-12,6744
12-6195-12,6745
32-16179-12,6746
140-70237-12,6747
42-21319-12,6748
44-22494-12,6749
237-118781-12,6750
40-20079-12,6751
197-98902-12,6752
187-93809-12,6753
124-62468-12,6754
125-62637-12,6755
137-68800-12,6756
174-87085-12,6757
97-48842-12,6758
90-45308-12,6759
71-35580-12,6760
217-108871-12,6761
44-22373-12,6762
164-82407-12,6763
124-62232-12,6764
189-94822-12,6765
144-72419-12,6766
175-87686-12,6767
186-93368-12,6768
82-41149-12,6769
206-103340-12,6770
144-72453-12,6771
113-56825-12,6772
215-107800-12,6773
91-45768-12,6774
127-63835-12,6775
244-122405-12,6776
210-105006-12,6777
188-94062-12,6778
122-61414-12,6779
233-116863-12,6780
70-35412-12,6781
79-39693-12,6782
35-17512-12,6783
163-81931-12,6784
4-2019-12,6785
205-102869-12,6786
121-60559-12,6787
132-66401-12,6788
226-113430-12,6789
82-41001-12,6790
247-123670-12,6791
211-105779-12,6792
201-100590-12,6793
69-34546-12,6794
86-43269-12,6795
121-60649-12,6796
6-3480-12,6797
107-53754-12,6798
127-63946-12,6799
93-46621-12,6800
26-13422-12,6801
20-10050-12,6802
140-70438-12,6803
225-112561-12,6804
28-14253-12,6805
104-52152-12,6806
157-78783-12,6807
26-13499-12,6808
187-93988-12,6809
174-87470-12,6810
46-23424-12,6811
212-106178-12,6812
164-82486-12,6813
145-72965-12,6814
130-65075-12,6815
4-2416-12,6816
245-122986-12,6817
249-124937-12,6818
125-62512-12,6819
28-14482-12,6820
34-17059-12,6821
93-46917-12,6822
218-109078-12,6823
202-101140-12,6824
119-59503-12,6825
28-14498-12,6826
47-23980-12,6827
128-64436-12,6828
199-99748-12,6829
175-87761-12,6830
224-112443-12,6831
163-81552-12,6832
227-113759-12,6833
170-85405-12,6834
81-40540-12,6835
15-7833-12,6836
215-107772-12,6837
74-37386-12,6838
2-1497-12,6839
11-5920-12,6840
83-41590-12,6841
201-100896-12,6842
206-103362-12,6843
134-67139-12,6844
60-30346-12,6845
43-21885-12,6846
205-102606-12,6847
5-2670-12,6848
150-75149-12,6849
171-85934-12,6850
40-20369-12,6851
161-80949-12,6852
189-94683-12,6853
237-118817-12,6854
40-20360-12,6855
79-39925-12,6856
201-100638-12,6857
241-120653-12,6858
166-83282-12,6859
97-48734-12,6860
137-68952-12,6861
221-110885-12,6862
57-28640-12,6863
140-70081-12,6864
48-24313-12,6865
207-103928-12,6866
37-18942-12,6867
1-669-12,6868
104-52267-12,6869
96-48485-12,6870
58-29394-12,6871
167-83813-12,6872
54-27147-12,6873
71-35648-12,6874
96-48364-12,6875
46-23454-12,6876
60-30017-12,6877
4-2488-12,6878
188-94144-12,6879
165-82762-12,6880
147-73646-12,6881
221-110843-12,6882
140-70043-12,6883
121-60949-12,6884
82-41082-12,6885
162-81021-12,6886
249-124732-12,6887
108-54199-12,6888
81-40504-12,6889
34-17396-12,6890
52-26381-12,6891
222-111061-12,6892
80-40488-12,6893
208-104239-12,6894
40-20261-12,6895
156-78067-12,6896
37-18855-12,6897
8-4077-12,6898
103-51937-12,6899
225-112515-12,6900
32-16481-12,6901
228-114192-12,6902
2-1013-12,6903
97-48989-12,6904
169-84927-12,6905
240-120133-12,6906
95-47740-12,6907
62-31109-12,6908
81-40548-12,6909
80-40033-12,6910
236-118062-12,6911
178-89452-12,6912
58-29107-12,6913
232-116424-12,6914
165-82871-12,6915
225-112609-12,6916
233-116561-12,6917
104-52232-12,6918
110-55496-12,6919
2-1206-12,6920
128-64052-12,6921
230-115429-12,6922
212-106290-12,6923
91-45685-12,6924
126-63327-12,6925
36-18244-12,6926
189-94881-12,6927
217-108849-12,6928
126-63224-12,6929
72-36343-12,6930
81-40869-12,6931
4-2391-12,6932
158-79325-12,6933
100-50175-12,6934
154-77458-12,6935
82-41496-12,6936
2-1460-12,6937
41-20927-12,6938
200-100096-12,6939
7-3603-12,6940
124-62473-12,6941
163-81522-12,6942
47-23801-12,6943
86-43486-12,6944
112-56099-12,6945
9-4862-12,6946
235-117858-12,6947
214-107184-12,6948
130-65415-12,6949
79-39761-12,6950
243-121547-12,6951
179-89861-12,6952
212-106004-12,6953
194-97084-12,6954
193-96534-12,6955
190-95109-12,6956
144-72017-12,6957
116-58277-12,6958
64-32358-12,6959
160-80184-12,6960
109-54642-12,6961
35-17680-12,6962
193-96859-12,6963
238-119127-12,6964
33-16834-12,6965
51-25763-12,6966
98-49167-12,6967
78-39433-12,6968
191-95605-12,6969
240-120456-12,6970
191-95797-12,6971
54-27267-12,6972
35-17901-12,6973
114-57223-12,6974
108-54249-12,6975
0-184-12,6976
93-46605-12,6977
137-68687-12,6978
106-53027-12,6979
186-93330-12,6980
104-52082-12,6981
203-101545-12,6982
220-110405-12,6983
214-107038-12,6984
18-9231-12,6985
51-25545-12,6986
96-48171-12,6987
67-33982-12,6988
4-2025-12,6989
205-102828-12,6990
81-40883-12,6991
175-87678-12,6992
49-24642-12,6993
163-81694-12,6994
70-35108-12,6995
192-96202-12,6996
219-109626-12,6997
46-23049-12,6998
129-64857-12,6999
133-66723-12,7000
162-81474-12,7001
26-13193-12,7002
158-79154-12,7003
230-115023-12,7004
244-122110-12,7005
52-26114-12,7006
148-74271-12,7007
126-63241-12,7008
203-101752-12,7009
209-104667-12,7010
220-110316-12,7011
156-78479-12,7012
115-57610-12,7013
152-76021-12,7014
78-39495-12,7015
75-37523-12,7016
225-112666-12,7017
143-71674-12,7018
44-22332-12,7019
141-70729-12,7020
183-91803-12,7021
100-50038-12,7022
159-79914-12,7023
173-86903-12,7024
9-4656-12,7025
66-33315-12,7026
154-77448-12,7027
30-15428-12,7028
176-88035-12,7029
121-60669-12,7030
158-79339-12,7031
31-15881-12,7032
196-98040-12,7033
187-93994-12,7034
237-118937-12,7035
167-83560-12,7036
76-38192-12,7037
65-32905-12,7038
5-2703-12,7039
249-124866-12,7040
22-11227-12,7041
242-121352-12,7042
24-12472-12,7043
29-14640-12,7044
44-22464-12,7045
185-92632-12,7046
151-75561-12,7047
86-43183-12,7048
89-44875-12,7049
29-14860-12,7050
115-57703-12,7051
133-66905-12,7052
202-101165-12,7053
233-116566-12,7054
224-112493-12,7055
141-70635-12,7056
244-122295-12,7057
195-97527-12,7058
206-103176-12,7059
117-58673-12,7060
4-2345-12,7061
192-96101-12,7062
236-118301-12,7063
184-92227-12,7064
112-56365-12,7065
157-78622-12,7066
0-126-12,7067
207-103761-12,7068
8-4252-12,7069
230-115326-12,7070
97-48809-12,7071
110-55297-12,7072
143-71799-12,7073
69-34760-12,7074
186-93385-12,7075
220-110462-12,7076
218-109018-12,7077
11-5937-12,7078
206-103296-12,7079
109-54537-12,7080
207-103843-12,7081
185-92584-12,7082
47-23659-12,7083
63-31956-12,7084
234-117204-12,7085
88-44422-12,7086
122-61451-12,7087
253-126629-12,7088
40-20044-12,7089
65-32667-12,7090
122-61465-12,7091
88-44335-12,7092
170-85002-12,7093
155-77742-12,7094
145-72539-12,7095
162-81472-12,7096
109-54965-12,7097
163-81735-12,7098
80-40170-12,7099
